name,datetime,temp,humidity,windspeed
valencia,2021-05-17,19.9,63.8,18.6
valencia,2021-05-18,20.4,66.7,17.3
valencia,2021-05-19,18.9,70.8,16.4
valencia,2021-05-20,18.5,72.4,17.4
valencia,2021-05-21,18.9,71.7,16.3
valencia,2021-05-22,19.2,73.0,21.8
valencia,2021-05-23,16.4,79.1,18.3
valencia,2021-05-24,19.9,59.8,22.9
valencia,2021-05-25,18.7,64.0,18.2
valencia,2021-05-26,19.0,68.4,17.7
valencia,2021-05-27,18.8,68.1,14.9
valencia,2021-05-28,19.7,62.5,14.7
valencia,2021-05-29,20.7,55.0,16.7
valencia,2021-05-30,21.5,50.1,18.3
valencia,2021-05-31,20.6,63.8,12.9
valencia,2021-06-01,20.1,76.4,20.8
valencia,2021-06-02,21.7,68.9,14.2
valencia,2021-06-03,21.4,71.9,14.8
valencia,2021-06-04,21.3,75.0,11.5
valencia,2021-06-05,20.6,76.0,21.3
valencia,2021-06-06,20.6,69.2,18.9
valencia,2021-06-07,21.2,68.4,19.1
valencia,2021-06-08,21.8,77.8,19.1
valencia,2021-06-09,22.1,78.3,19.6
valencia,2021-06-10,22.7,67.0,18.4
valencia,2021-06-11,23.1,53.8,15.5
valencia,2021-06-12,24.4,48.9,17.7
valencia,2021-06-13,25.1,47.3,14.8
valencia,2021-06-14,25.4,46.4,17.3
valencia,2021-06-15,26.5,41.6,15.3
valencia,2021-06-16,25.0,59.4,16.4
valencia,2021-06-17,24.1,65.2,16.3
valencia,2021-06-18,23.4,69.8,19.5
valencia,2021-06-19,23.2,79.2,7.6
valencia,2021-06-20,24.6,55.8,22.9
valencia,2021-06-21,25.5,39.2,29.3
valencia,2021-06-22,23.5,40.8,21.1
valencia,2021-06-23,21.8,59.3,20.2
valencia,2021-06-24,22.1,55.8,16.7
valencia,2021-06-25,22.4,58.0,18.8
valencia,2021-06-26,23.6,62.6,19.8
valencia,2021-06-27,24.3,56.2,19.2
valencia,2021-06-28,23.7,69.0,20.4
valencia,2021-06-29,23.6,64.4,19.3
valencia,2021-06-30,24.1,70.4,21.8
valencia,2021-07-01,24.7,69.2,18.3
valencia,2021-07-02,24.3,71.4,17.0
valencia,2021-07-03,24.6,74.8,18.9
valencia,2021-07-04,28.1,62.1,21.7
valencia,2021-07-05,25.7,71.9,17.0
valencia,2021-07-06,29.5,52.2,28.9
valencia,2021-07-07,25.3,61.2,19.3
valencia,2021-07-08,24.2,62.7,19.9
valencia,2021-07-09,24.2,65.2,15.3
valencia,2021-07-10,24.7,60.9,19.3
valencia,2021-07-11,25.6,65.7,14.0
valencia,2021-07-12,28.4,56.3,27.6
valencia,2021-07-13,24.3,37.0,25.5
valencia,2021-07-14,22.8,47.9,21.8
valencia,2021-07-15,23.3,59.2,15.3
valencia,2021-07-16,23.9,67.1,17.7
valencia,2021-07-17,24.9,71.0,18.9
valencia,2021-07-18,25.1,68.5,19.7
valencia,2021-07-19,25.7,65.7,21.7
valencia,2021-07-20,25.9,65.1,19.1
valencia,2021-07-21,26.0,70.3,18.9
valencia,2021-07-22,26.6,59.4,17.8
valencia,2021-07-23,26.3,59.2,15.4
valencia,2021-07-24,26.5,75.2,21.6
valencia,2021-07-25,26.1,72.6,21.0
valencia,2021-07-26,23.7,69.5,15.7
valencia,2021-07-27,24.3,68.5,21.3
valencia,2021-07-28,25.2,70.7,19.8
valencia,2021-07-29,25.9,69.6,19.3
valencia,2021-07-30,26.3,72.2,18.6
valencia,2021-07-31,27.0,64.8,28.6
valencia,2021-08-01,24.1,42.3,22.4
valencia,2021-08-02,24.9,53.7,17.7
valencia,2021-08-03,25.4,59.5,23.4
valencia,2021-08-04,26.9,53.6,24.8
valencia,2021-08-05,25.8,65.0,20.6
valencia,2021-08-06,26.1,75.3,21.1
valencia,2021-08-07,29.1,56.1,28.8
valencia,2021-08-08,24.8,71.8,24.4
valencia,2021-08-09,25.5,63.8,18.3
valencia,2021-08-10,24.8,67.5,12.2
valencia,2021-08-11,26.7,58.4,15.3
valencia,2021-08-12,28.9,52.9,14.2
valencia,2021-08-13,26.9,71.6,16.5
valencia,2021-08-14,28.0,69.1,22.8
valencia,2021-08-15,29.1,59.4,18.8
valencia,2021-08-16,27.5,66.0,23.0
valencia,2021-08-17,25.0,66.4,13.5
valencia,2021-08-18,26.1,68.1,21.6
valencia,2021-08-19,26.4,69.4,18.3
valencia,2021-08-20,25.6,66.9,17.2
valencia,2021-08-21,26.1,71.1,17.8
valencia,2021-08-22,25.8,67.7,14.2
valencia,2021-08-23,26.2,72.3,20.0
valencia,2021-08-24,26.0,71.1,19.3
valencia,2021-08-25,23.6,74.5,17.1
valencia,2021-08-26,25.9,72.0,13.3
